"id"	"address"	"region"	"village"	"takeup_survey"	"age"	"male"	"delay"	"intensive"	"info_none"	"intensive.nondelay.peers"	"n.peers"
"1179"	"1118225"	"huangshan5"	1	"huangshan"	0	52	1	0	1	1	0	2
"1180"	"1118210"	""	NA	"huangshan"	NA	NA	NA	0	1	NA	0	0
"1181"	"1118219"	""	NA	"huangshan"	NA	NA	NA	0	1	NA	0	0
"1182"	"1118408"	"huangshan9"	1	"huangshan"	0	70	1	0	1	1	3	4
"1183"	"1118334"	"huangshan8"	1	"huangshan"	1	54	1	0	0	1	1	4
"1184"	"1118336"	"huangshan8"	1	"huangshan"	0	36	1	0	1	1	2	5
"1185"	"1118360"	"huangshan8"	1	"huangshan"	1	39	1	0	1	1	2	4
"1186"	"1118385"	"huangshan9"	1	"huangshan"	1	35	1	1	0	1	2	4
"1187"	"1118353"	"huangshan8"	1	"huangshan"	0	34	1	0	0	1	0	5
"1188"	"1118339"	"huangshan8"	1	"huangshan"	1	46	1	0	0	1	1	4
"1189"	"1118380"	"huangshan8"	1	"huangshan"	0	43	1	1	1	1	1	5
"1190"	"1118340"	"huangshan8"	1	"huangshan"	0	41	1	1	1	1	0	5
"1191"	"1118356"	"huangshan8"	1	"huangshan"	0	45	1	1	1	1	0	5
"1192"	"1118341"	"huangshan8"	1	"huangshan"	0	41	1	0	1	1	1	5
"1193"	"1118374"	"huangshan8"	1	"huangshan"	1	51	1	0	1	1	2	4
"1194"	"1118351"	"huangshan8"	1	"huangshan"	1	40	1	1	1	0	1	5
"1195"	"1118369"	"huangshan8"	1	"huangshan"	1	48	1	1	0	1	1	4
"1196"	"1118382"	"huangshan9"	1	"huangshan"	0	69	1	0	1	1	3	3
"1197"	"1118344"	"huangshan8"	1	"huangshan"	1	27	1	1	0	0	1	3
"1198"	"1118355"	"huangshan8"	1	"huangshan"	0	39	1	1	1	1	0	4
"1199"	"1118352"	"huangshan8"	1	"huangshan"	0	52	1	0	0	1	0	2
"1200"	"1118373"	"huangshan8"	1	"huangshan"	0	43	0	1	1	0	0	2
"1201"	"1118347"	"huangshan8"	1	"huangshan"	1	56	1	1	0	1	1	4
"1202"	"1118377"	"huangshan8"	1	"huangshan"	0	38	1	0	1	1	2	5
"1203"	"1118348"	"huangshan8"	1	"huangshan"	0	60	1	1	1	0	1	5
"1204"	"1118378"	"huangshan8"	1	"huangshan"	1	48	1	0	0	1	2	5
"1205"	"1118362"	"huangshan8"	1	"huangshan"	1	51	1	1	1	0	2	5
"1206"	"1118354"	"huangshan8"	1	"huangshan"	1	43	1	0	1	1	0	4
"1207"	"1118371"	"huangshan8"	1	"huangshan"	0	47	1	1	0	0	1	5
"1208"	"1118367"	"huangshan8"	1	"huangshan"	1	63	1	1	0	1	1	5
"1209"	"1118365"	"huangshan8"	1	"huangshan"	1	70	1	0	1	1	1	5
"1210"	"1118363"	"huangshan8"	1	"huangshan"	1	37	1	1	1	0	1	4
"1211"	"1118358"	"huangshan8"	1	"huangshan"	0	64	1	0	0	1	1	4
"1212"	"1118364"	"huangshan8"	1	"huangshan"	1	61	1	1	0	0	1	5
"1213"	"1118418"	"huangshan9"	1	"huangshan"	1	53	1	1	0	0	3	5
"1214"	"1118417"	"huangshan9"	1	"huangshan"	0	40	1	1	1	1	3	5
"1215"	"1118357"	"huangshan8"	1	"huangshan"	1	53	1	0	1	1	0	5
"1216"	"1118370"	"huangshan8"	1	"huangshan"	1	50	1	1	0	1	1	4
"1217"	"1118407"	"huangshan9"	1	"huangshan"	0	67	1	0	0	1	1	4
"1218"	"1118372"	"huangshan8"	1	"huangshan"	1	55	1	0	0	1	1	3
"1219"	"1118395"	"huangshan9"	1	"huangshan"	0	34	1	1	0	0	2	4
"1220"	"1118384"	"huangshan9"	1	"huangshan"	1	63	1	1	0	1	1	5
"1221"	"1118421"	"huangshan9"	1	"huangshan"	1	29	1	1	1	0	1	4
"1222"	"1118391"	"huangshan9"	1	"huangshan"	0	44	1	1	1	0	0	2
"1223"	"1118387"	"huangshan9"	1	"huangshan"	1	85	0	1	1	1	0	3
"1224"	"1118410"	"huangshan9"	1	"huangshan"	0	58	1	0	1	1	0	3
"1225"	"1118411"	"huangshan9"	1	"huangshan"	0	54	1	0	1	1	0	5
"1226"	"1118415"	"huangshan9"	1	"huangshan"	1	31	1	0	1	1	1	4
"1227"	"1118416"	"huangshan9"	1	"huangshan"	1	41	1	1	0	0	1	3
"1228"	"1118400"	"huangshan9"	1	"huangshan"	0	45	1	0	1	1	1	4
"1229"	"1118413"	"huangshan9"	1	"huangshan"	0	45	NA	0	1	1	2	5
"1230"	"1118409"	"huangshan9"	1	"huangshan"	1	46	1	0	0	1	0	3
"1231"	"1118388"	"huangshan9"	1	"huangshan"	0	47	1	1	1	0	0	2
"1232"	"1118397"	"huangshan9"	1	"huangshan"	0	54	1	1	0	1	0	3
"1233"	"1118398"	"huangshan9"	1	"huangshan"	1	41	1	1	1	1	0	3
"1234"	"1118393"	"huangshan9"	1	"huangshan"	0	47	1	1	1	0	2	4
"1235"	"1118392"	"huangshan9"	1	"huangshan"	1	67	1	1	1	1	1	3
"1236"	"1118399"	"huangshan9"	1	"huangshan"	1	39	1	0	0	1	0	2
"1237"	"1118439"	"huangshan10"	1	"huangshan"	0	39	1	1	1	0	0	5
"1238"	"1118427"	"huangshan10"	1	"huangshan"	0	57	1	1	0	1	0	5
"1239"	"1118422"	"huangshan10"	1	"huangshan"	1	70	1	0	0	1	0	5
"1240"	"1118451"	"huangshan10"	1	"huangshan"	1	80	1	0	0	1	0	5
"1241"	"1118452"	"huangshan10"	1	"huangshan"	1	54	1	1	1	1	1	5
"1242"	"1118445"	"huangshan10"	1	"huangshan"	1	36	1	1	1	1	2	5
"1243"	"1118423"	"huangshan10"	1	"huangshan"	0	46	1	1	1	0	0	4
"1244"	"1118425"	"huangshan10"	1	"huangshan"	1	54	1	0	0	1	1	5
"1245"	"1118429"	"huangshan10"	1	"huangshan"	0	44	1	1	0	1	1	5
"1246"	"1118444"	"huangshan10"	1	"huangshan"	0	57	1	1	1	1	1	5
"1247"	"1118450"	"huangshan10"	1	"huangshan"	1	62	1	0	0	1	0	5
"1248"	"1118440"	"huangshan10"	1	"huangshan"	1	33	1	1	0	0	3	5
"1249"	"1118424"	"huangshan10"	1	"huangshan"	0	33	1	0	1	1	2	4
"1250"	"1118433"	"huangshan10"	1	"huangshan"	1	41	1	0	1	1	2	4
"1251"	"1118436"	"huangshan10"	1	"huangshan"	0	42	1	1	0	1	1	5
"1252"	"1118448"	"huangshan10"	1	"huangshan"	1	46	1	1	0	0	3	4
"1253"	"1118443"	"huangshan10"	1	"huangshan"	1	42	1	0	1	1	3	5
"1254"	"1118449"	"huangshan10"	1	"huangshan"	1	55	1	1	1	1	1	5
"1255"	"1118426"	"huangshan10"	1	"huangshan"	0	43	1	1	0	1	0	5
"1256"	"1118437"	"huangshan10"	1	"huangshan"	1	59	1	0	0	1	0	5
"1257"	"1118428"	"huangshan10"	1	"huangshan"	1	63	1	0	1	1	1	5
"1258"	"1118441"	"huangshan10"	1	"huangshan"	1	36	1	0	1	1	0	4
"1259"	"1118432"	"huangshan10"	1	"huangshan"	0	42	1	1	0	0	1	4
"1260"	"1119003"	"xilian5"	1	"xilian"	0	41	1	0	0	1	0	4
"1261"	"1119001"	"xilian5"	1	"xilian"	0	60	1	0	0	1	1	5
"1262"	"1119017"	"xilian5"	1	"xilian"	0	45	1	1	1	1	0	5
"1263"	"1119036"	"xilian5"	1	"xilian"	0	34	1	0	0	1	1	5
"1264"	"1119021"	"xilian5"	1	"xilian"	1	48	1	1	0	0	0	3
"1265"	"1119035"	"xilian5"	1	"xilian"	0	43	1	1	1	0	0	5
"1266"	"1119004"	"xilian5"	1	"xilian"	1	60	1	0	1	1	0	5
"1267"	"1119031"	"xilian5"	1	"xilian"	0	41	1	0	0	1	0	4
"1268"	"1119006"	"xilian5"	1	"xilian"	1	40	1	1	0	1	1	4
"1269"	"1119007"	"xilian5"	1	"xilian"	1	57	1	1	0	1	0	4
"1270"	"1119011"	"xilian5"	1	"xilian"	1	45	1	0	1	1	2	5
"1271"	"1119018"	"xilian5"	1	"xilian"	1	65	1	1	0	1	1	5
"1272"	"1119008"	"xilian5"	1	"xilian"	1	56	1	0	1	1	1	5
"1273"	"1119015"	"xilian5"	1	"xilian"	0	36	1	0	1	1	0	4
"1274"	"1119037"	"xilian5"	1	"xilian"	1	54	1	1	0	1	1	5
"1275"	"1119010"	"xilian5"	1	"xilian"	1	53	1	1	0	0	1	5
"1276"	"1119019"	"xilian5"	1	"xilian"	0	48	1	1	0	0	0	5
"1277"	"1119027"	"xilian5"	1	"xilian"	0	40	1	1	1	1	0	5
"1278"	"1119034"	"xilian5"	1	"xilian"	1	54	1	1	1	0	0	4
"1279"	"1119012"	"xilian5"	1	"xilian"	1	32	1	1	1	0	3	5
"1280"	"1119009"	"xilian5"	1	"xilian"	0	48	1	1	1	0	0	1
"1281"	"1119016"	"xilian5"	1	"xilian"	0	58	1	0	1	1	0	5
"1282"	"1119166"	"xilian8"	1	"xilian"	0	55	1	1	0	0	0	2
"1283"	"1119165"	"xilian8"	1	"xilian"	0	69	1	1	0	0	0	0
"1284"	"1119112"	"xilian8"	1	"xilian"	1	36	1	0	1	1	1	3
"1285"	"1119173"	"xilian8"	1	"xilian"	0	58	1	1	0	1	0	2
"1286"	"1119127"	"xilian8"	1	"xilian"	1	35	1	1	0	0	0	4
"1287"	"1119111"	"xilian8"	1	"xilian"	1	45	1	1	0	0	3	4
"1288"	"1119114"	"xilian8"	1	"xilian"	1	60	1	1	0	0	1	4
"1289"	"1119150"	"xilian8"	1	"xilian"	0	43	1	1	1	0	1	3
"1290"	"1119106"	"xilian8"	1	"xilian"	0	46	0	0	0	1	1	1
"1291"	"1119125"	"xilian8"	1	"xilian"	1	81	1	1	0	0	2	2
"1292"	"1119117"	"xilian8"	1	"xilian"	0	75	1	0	1	1	0	0
"1293"	"1119145"	"xilian8"	1	"xilian"	0	57	1	0	1	1	4	4
"1294"	"1119119"	"xilian8"	1	"xilian"	0	49	1	1	0	0	1	3
"1295"	"1119120"	"xilian8"	1	"xilian"	0	53	1	0	1	1	1	1
"1296"	"1119146"	"xilian8"	1	"xilian"	0	45	1	0	0	1	0	2
"1297"	"1119134"	"xilian8"	1	"xilian"	0	39	1	0	0	1	1	1
"1298"	"1119167"	"xilian8"	1	"xilian"	0	47	1	1	0	1	0	2
"1299"	"1119183"	"xilian8"	1	"xilian"	1	51	1	0	0	1	0	1
"1300"	"1119158"	"xilian8"	1	"xilian"	0	38	1	0	1	1	2	4
"1301"	"1119126"	"xilian8"	1	"xilian"	0	35	1	1	0	1	0	2
"1302"	"1119157"	"xilian8"	1	"xilian"	0	36	1	0	0	1	1	2
"1303"	"1119130"	"xilian8"	1	"xilian"	0	58	1	0	1	1	0	1
"1304"	"1119137"	"xilian8"	1	"xilian"	1	50	1	1	1	1	1	3
"1305"	"1119149"	"xilian8"	1	"xilian"	0	65	1	0	0	1	1	2
"1306"	"1119185"	"xilian8"	1	"xilian"	0	60	1	1	1	1	1	3
"1307"	"1119171"	"xilian8"	1	"xilian"	0	72	1	0	0	1	0	2
"1308"	"1119162"	"xilian8"	1	"xilian"	0	43	1	0	1	1	0	2
"1309"	"1119163"	"xilian8"	1	"xilian"	0	67	1	1	1	0	0	2
"1310"	"2221005"	"xianghugaojia"	2	"xianghu"	1	27	1	1	1	1	0	4
"1311"	"2221028"	"xianghugaojia"	2	"xianghu"	1	46	1	1	1	0	1	4
"1312"	"2221026"	"xianghugaojia"	2	"xianghu"	1	57	1	1	0	0	1	3
"1313"	"2221019"	"xianghugaojia"	2	"xianghu"	1	47	1	0	1	1	0	4
"1314"	"2221008"	"xianghugaojia"	2	"xianghu"	1	43	0	1	1	0	2	5
"1315"	"2221014"	"xianghugaojia"	2	"xianghu"	1	37	1	0	1	1	1	2
"1316"	"2221011"	"xianghugaojia"	2	"xianghu"	1	51	1	0	0	1	2	5
"1317"	"2221029"	"xianghugaojia"	2	"xianghu"	1	47	1	1	0	0	1	5
"1318"	"2221031"	"xianghugaojia"	2	"xianghu"	1	46	1	1	0	0	2	5
"1319"	"2221030"	"xianghugaojia"	2	"xianghu"	1	51	1	1	0	0	0	5
"1320"	"2221020"	"xianghugaojia"	2	"xianghu"	1	53	1	0	0	1	2	5
"1321"	"2221012"	"xianghugaojia"	2	"xianghu"	1	53	1	0	0	1	1	5
"1322"	"2221013"	"xianghugaojia"	2	"xianghu"	1	58	1	0	1	1	0	5
"1323"	"2221018"	"xianghugaojia"	2	"xianghu"	1	49	1	0	0	1	2	5
"1324"	"2221025"	"xianghugaojia"	2	"xianghu"	1	40	1	1	0	1	1	5
"1325"	"2221033"	"xianghugaojia"	2	"xianghu"	1	40	1	0	1	1	2	5
"1326"	"22214135"	"xiashatouxi"	2	"xiashatou"	1	56	1	1	0	0	0	5
"1327"	"2221027"	"xianghugaojia"	2	"xianghu"	0	57	1	1	1	1	1	3
"1328"	"2221211"	"xianghuxianghudong"	2	"xianghu"	1	65	1	0	0	1	0	1
"1329"	"2221181"	"xianghuxianghudong"	2	"xianghu"	1	34	1	1	0	0	0	3
"1330"	"2221212"	"xianghuxianghudong"	2	"xianghu"	1	35	1	0	1	1	1	2
"1331"	"2221147"	"xianghuxianghudong"	2	"xianghu"	0	60	0	0	0	1	1	4
"1332"	"2221146"	"xianghuxianghudong"	2	"xianghu"	0	66	1	0	0	1	0	1
"1333"	"2221229"	"xianghuxianghudong"	2	"xianghu"	1	57	0	0	0	1	0	5
"1334"	"2221185"	"xianghuxianghudong"	2	"xianghu"	1	69	1	1	1	0	1	3
"1335"	"2221246"	"xianghuxianghudong"	2	"xianghu"	0	66	1	0	1	1	1	3
"1336"	"2221157"	"xianghuxianghudong"	2	"xianghu"	0	39	1	1	1	0	0	5
"1337"	"2221154"	"xianghuxianghudong"	2	"xianghu"	1	31	0	1	0	1	0	3
"1338"	"2221176"	"xianghuxianghudong"	2	"xianghu"	1	39	1	1	1	0	0	2
"1339"	"2221198"	"xianghuxianghudong"	2	"xianghu"	0	65	0	1	1	1	0	3
"1340"	"2221226"	"xianghuxianghudong"	2	"xianghu"	1	34	1	1	1	1	0	4
"1341"	"2221183"	"xianghuxianghudong"	2	"xianghu"	1	30	1	0	0	1	1	2
"1342"	"2221210"	"xianghuxianghudong"	2	"xianghu"	1	45	1	1	0	1	2	4
"1343"	"2221163"	"xianghuxianghudong"	2	"xianghu"	1	39	1	1	0	0	0	5
"1344"	"2221363"	"xianghuxianghudong"	2	"xianghu"	1	53	0	1	0	0	0	2
"1345"	"2221166"	"xianghuxianghudong"	2	"xianghu"	1	36	1	1	0	0	0	2
"1346"	"2221233"	"xianghuxianghudong"	2	"xianghu"	1	48	1	0	1	1	1	4
"1347"	"2221167"	"xianghuxianghudong"	2	"xianghu"	1	42	1	1	0	1	0	5
"1348"	"2221187"	"xianghuxianghudong"	2	"xianghu"	1	75	1	0	1	1	0	3
"1349"	"2221193"	"xianghuxianghudong"	2	"xianghu"	1	52	0	1	1	0	0	5
"1350"	"2221169"	"xianghuxianghudong"	2	"xianghu"	0	41	0	0	1	1	0	1
"1351"	"2221218"	"xianghuxianghudong"	2	"xianghu"	1	58	0	0	1	1	4	4
"1352"	"2221177"	"xianghuxianghudong"	2	"xianghu"	1	42	1	1	1	1	0	3
"1353"	"2221150"	"xianghuxianghudong"	2	"xianghu"	0	55	0	1	0	0	0	3
"1354"	"2221172"	"xianghuxianghudong"	2	"xianghu"	1	40	1	1	1	0	0	3
"1355"	"2221200"	"xianghuxianghudong"	2	"xianghu"	1	57	1	1	0	0	0	5
"1356"	"2221239"	"xianghuxianghudong"	2	"xianghu"	1	45	1	1	0	1	0	4
"1357"	"2221142"	"xianghuxianghudong"	2	"xianghu"	0	58	1	1	1	0	0	4
"1358"	"2221236"	"xianghuxianghudong"	2	"xianghu"	0	53	1	1	0	1	0	3
"1359"	"2221227"	"xianghuxianghudong"	2	"xianghu"	1	36	0	1	0	0	0	5
"1360"	"2221188"	"xianghuxianghudong"	2	"xianghu"	1	76	1	1	1	0	0	1
"1361"	"2221201"	"xianghuxianghudong"	2	"xianghu"	0	41	1	0	0	1	1	3
"1362"	"2221194"	"xianghuxianghudong"	2	"xianghu"	0	55	1	0	0	1	0	1
"1363"	"2221195"	"xianghuxianghudong"	2	"xianghu"	0	41	1	1	1	1	4	5
"1364"	"2221202"	"xianghuxianghudong"	2	"xianghu"	1	39	1	0	1	1	1	4
"1365"	"2221220"	"xianghuxianghudong"	2	"xianghu"	0	44	1	0	0	1	0	0
"1366"	"2221244"	"xianghuxianghudong"	2	"xianghu"	0	36	1	1	1	1	3	5
"1367"	"2221230"	"xianghuxianghudong"	NA	"xianghu"	NA	NA	NA	0	1	NA	0	0
"1368"	"2221232"	"xianghuxianghudong"	NA	"xianghu"	NA	NA	NA	0	1	NA	0	0
"1369"	"2221237"	"xianghuxianghudong"	NA	"xianghu"	NA	NA	NA	0	1	NA	0	0
"1370"	"2221245"	"xianghuxianghudong"	NA	"xianghu"	NA	NA	NA	0	1	NA	0	0
"1371"	"2222061"	"yanjiangdonghezhong"	2	"yanjiang"	0	31	1	0	0	1	0	2
"1372"	"2222015"	"yanjiangbeixin"	2	"yanjiang"	1	74	1	0	1	1	1	2
"1373"	"2222011"	"yanjiangbeixin"	2	"yanjiang"	1	64	1	1	1	1	0	2
"1374"	"2222012"	"yanjiangbeixin"	2	"yanjiang"	0	67	1	1	1	0	1	2
"1375"	"2222043"	"yanjiangdonghezhong"	2	"yanjiang"	1	65	1	1	1	1	0	5
"1376"	"2222075"	"yanjiangdonghezhong"	2	"yanjiang"	1	29	1	0	1	1	0	0
"1377"	"2222078"	"yanjiangdonghezhong"	2	"yanjiang"	1	58	1	1	1	1	0	5
"1378"	"2222080"	"yanjiangdonghezhong"	2	"yanjiang"	1	80	0	0	1	1	0	5
"1379"	"2222060"	"yanjiangdonghezhong"	2	"yanjiang"	1	56	1	1	0	1	0	4
"1380"	"2222067"	"yanjiangdonghezhong"	2	"yanjiang"	1	58	1	1	0	0	0	5
"1381"	"2222056"	"yanjiangdonghezhong"	2	"yanjiang"	0	63	1	0	1	1	0	4
"1382"	"2222052"	"yanjiangdonghezhong"	2	"yanjiang"	1	54	1	1	0	0	1	5
"1383"	"2222085"	"yanjiangtangshang"	2	"yanjiang"	1	71	1	1	0	1	0	3
"1384"	"2222103"	"yanjiangtangshang"	2	"yanjiang"	1	65	1	0	0	1	0	4
"1385"	"2222117"	"yanjiangtangshang"	2	"yanjiang"	0	43	1	1	1	0	3	5
"1386"	"2222059"	"yanjiangdonghezhong"	2	"yanjiang"	1	61	1	0	0	1	0	5
"1387"	"2222068"	"yanjiangdonghezhong"	2	"yanjiang"	0	63	1	0	0	1	0	2
"1388"	"2222062"	"yanjiangdonghezhong"	2	"yanjiang"	0	53	0	1	0	0	0	2
"1389"	"2222118"	"yanjiangtangshang"	2	"yanjiang"	1	48	1	1	1	0	0	2
"1390"	"2222113"	"yanjiangtangshang"	2	"yanjiang"	1	47	1	1	1	1	0	2
"1391"	"2222097"	"yanjiangtangshang"	2	"yanjiang"	1	75	1	1	0	1	0	1
"1392"	"2222087"	"yanjiangtangshang"	2	"yanjiang"	0	73	1	0	0	1	0	2
"1393"	"2222105"	"yanjiangtangshang"	2	"yanjiang"	1	60	1	1	1	1	1	3
"1394"	"2222092"	"yanjiangtangshang"	2	"yanjiang"	1	57	1	1	0	1	1	5
"1395"	"2222112"	"yanjiangtangshang"	2	"yanjiang"	0	33	1	0	1	1	1	2
"1396"	"2222115"	"yanjiangtangshang"	2	"yanjiang"	1	50	1	0	1	1	0	1
"1397"	"2222099"	"yanjiangtangshang"	2	"yanjiang"	0	67	1	0	0	1	2	4
"1398"	"2222108"	"yanjiangtangshang"	2	"yanjiang"	1	27	1	1	1	1	0	0
"1399"	"2223354"	"gangxiahoufang"	2	"gangxia"	1	57	1	1	1	0	0	1
"1400"	"2223003"	"gangxiahoufang"	2	"gangxia"	1	57	1	0	1	1	0	1
"1401"	"2223002"	"gangxiahoufang"	2	"gangxia"	1	56	1	1	0	1	3	5
"1402"	"2223062"	"gangxiahoufang"	2	"gangxia"	1	62	1	0	1	1	1	3
"1403"	"2223004"	"gangxiahoufang"	2	"gangxia"	1	46	1	1	1	0	2	5
"1404"	"2223064"	"gangxiahoufang"	2	"gangxia"	1	33	1	0	0	1	2	5
"1405"	"2223044"	"gangxiahoufang"	2	"gangxia"	0	40	0	0	0	1	1	4
"1406"	"2223007"	"gangxiahoufang"	2	"gangxia"	1	79	1	1	0	0	1	5
"1407"	"2223051"	"gangxiahoufang"	2	"gangxia"	1	62	1	1	0	0	1	3
"1408"	"2223039"	"gangxiahoufang"	2	"gangxia"	1	45	1	0	0	1	0	4
"1409"	"2223024"	"gangxiahoufang"	2	"gangxia"	1	45	1	1	1	1	0	3
"1410"	"2223026"	"gangxiahoufang"	2	"gangxia"	1	55	1	1	1	0	1	3
"1411"	"2223070"	"gangxiahoufang"	2	"gangxia"	1	45	1	0	1	1	1	5
"1412"	"2223046"	"gangxiahoufang"	2	"gangxia"	1	60	1	0	0	1	1	4
"1413"	"2223065"	"gangxiahoufang"	2	"gangxia"	0	40	0	1	0	0	1	2
"1414"	"2223300"	"gangxiazhonggang"	2	"gangxia"	1	78	1	1	0	0	3	5
"1415"	"2223058"	"gangxiahoufang"	2	"gangxia"	1	39	1	1	0	1	0	3
"1416"	"2223069"	"gangxiahoufang"	2	"gangxia"	1	70	1	0	1	1	2	3
"1417"	"2223071"	"gangxiahoufang"	2	"gangxia"	1	71	1	1	0	0	0	0
"1418"	"2223342"	"gangxiazhonggang"	2	"gangxia"	1	58	0	1	1	0	0	1
"1419"	"2223352"	"gangxiazhonggang"	2	"gangxia"	0	38	1	1	1	1	0	3
"1420"	"2223254"	"gangxiazhonggang"	2	"gangxia"	1	40	1	1	1	0	0	3
"1421"	"2223238"	"gangxiazhonggang"	2	"gangxia"	1	38	1	1	1	0	0	4
"1422"	"2223267"	"gangxiazhonggang"	2	"gangxia"	1	58	1	0	1	1	0	4
"1423"	"2223282"	"gangxiazhonggang"	2	"gangxia"	1	63	1	1	0	0	2	5
"1424"	"2223239"	"gangxiazhonggang"	2	"gangxia"	0	33	1	1	0	1	0	3
"1425"	"2223306"	"gangxiazhonggang"	2	"gangxia"	1	56	1	1	0	1	0	4
"1426"	"2223240"	"gangxiazhonggang"	2	"gangxia"	1	58	1	1	1	0	3	4
"1427"	"2223237"	"gangxiazhonggang"	2	"gangxia"	1	64	1	0	1	1	2	5
"1428"	"2223302"	"gangxiazhonggang"	2	"gangxia"	0	64	1	1	1	1	1	4
"1429"	"2223311"	"gangxiazhonggang"	2	"gangxia"	1	53	1	1	0	0	2	5
"1430"	"2223290"	"gangxiazhonggang"	2	"gangxia"	0	51	1	0	0	1	0	4
"1431"	"2223277"	"gangxiazhonggang"	2	"gangxia"	0	37	0	0	0	1	0	5
"1432"	"2223256"	"gangxiazhonggang"	2	"gangxia"	0	44	1	0	1	1	0	1
"1433"	"2223305"	"gangxiazhonggang"	2	"gangxia"	1	66	1	1	0	1	1	2
"1434"	"2223255"	"gangxiazhonggang"	2	"gangxia"	1	32	0	1	1	0	1	5
"1435"	"2223246"	"gangxiazhonggang"	2	"gangxia"	1	71	1	0	0	1	0	3
"1436"	"2223345"	"gangxiazhonggang"	2	"gangxia"	1	42	0	0	0	1	1	3
"1437"	"2223241"	"gangxiazhonggang"	2	"gangxia"	0	45	0	0	0	1	0	3
"1438"	"2223325"	"gangxiazhonggang"	2	"gangxia"	1	41	1	0	0	1	1	2
"1439"	"2223251"	"gangxiazhonggang"	2	"gangxia"	1	40	1	1	0	1	0	2
"1440"	"2223321"	"gangxiazhonggang"	2	"gangxia"	1	50	1	1	0	1	1	3
"1441"	"2223270"	"gangxiazhonggang"	2	"gangxia"	1	44	1	0	1	1	2	4
"1442"	"2223355"	"gangxiazhonggang"	2	"gangxia"	0	54	1	1	0	0	1	2
"1443"	"2223328"	"gangxiazhonggang"	2	"gangxia"	1	51	1	0	1	1	4	5
"1444"	"2223261"	"gangxiazhonggang"	2	"gangxia"	1	41	1	0	1	1	4	4
"1445"	"2223298"	"gangxiazhonggang"	2	"gangxia"	1	56	1	0	0	1	0	3
"1446"	"2223259"	"gangxiazhonggang"	2	"gangxia"	1	56	1	1	0	0	1	3
"1447"	"2223338"	"gangxiazhonggang"	2	"gangxia"	1	45	0	1	0	0	1	4
"1448"	"2223303"	"gangxiazhonggang"	2	"gangxia"	1	64	0	1	1	1	2	5
"1449"	"2223271"	""	NA	"gangxia"	NA	NA	NA	0	1	NA	0	0
"1450"	"2223314"	"gangxiazhonggang"	2	"gangxia"	0	35	1	0	0	1	0	2
"1451"	"2223289"	"gangxiazhonggang"	2	"gangxia"	0	56	1	1	1	0	0	2
"1452"	"2223301"	""	NA	"gangxia"	NA	NA	NA	0	1	NA	0	0
"1453"	"2224058"	"mazhouchenjia"	2	"mazhou"	1	36	1	0	1	1	0	4
"1454"	"2224003"	"mazhouchenjia"	2	"mazhou"	0	48	0	1	1	0	2	3
"1455"	"2224060"	"mazhouchenjia"	2	"mazhou"	1	40	1	1	1	1	0	4
"1456"	"2224112"	"mazhouluojia"	2	"mazhou"	0	56	1	0	1	1	1	5
"1457"	"2224023"	"mazhouchenjia"	2	"mazhou"	1	33	1	1	0	1	0	4
"1458"	"2224004"	"mazhouchenjia"	2	"mazhou"	0	35	0	1	0	1	1	4
"1459"	"2224053"	"mazhouchenjia"	2	"mazhou"	1	63	1	1	0	1	0	4
"1460"	"2224027"	"mazhouchenjia"	2	"mazhou"	1	79	0	0	0	1	0	4
"1461"	"2224043"	"mazhouchenjia"	2	"mazhou"	0	39	0	1	0	1	0	3
"1462"	"2224020"	"mazhouchenjia"	2	"mazhou"	1	68	1	0	1	1	2	4
"1463"	"2224005"	"mazhouchenjia"	2	"mazhou"	1	37	1	0	1	1	1	4
"1464"	"2224018"	"mazhouchenjia"	2	"mazhou"	0	32	0	0	0	1	0	4
"1465"	"2224006"	"mazhouchenjia"	2	"mazhou"	1	56	1	0	0	1	0	5
"1466"	"2224057"	"mazhouchenjia"	2	"mazhou"	0	71	1	0	0	1	0	5
"1467"	"2224017"	"mazhouchenjia"	2	"mazhou"	1	59	1	0	0	1	0	4
"1468"	"2224030"	"mazhouchenjia"	2	"mazhou"	1	50	1	1	1	0	0	5
"1469"	"2224016"	"mazhouchenjia"	2	"mazhou"	1	40	1	0	1	1	1	4
"1470"	"2224036"	"mazhouchenjia"	2	"mazhou"	0	42	1	0	0	1	0	4
"1471"	"2228265"	"wanshangxinji2"	2	"wanshang"	1	47	1	1	1	0	0	5
"1472"	"2224044"	"mazhouchenjia"	2	"mazhou"	1	40	1	1	1	0	0	2
"1473"	"2224010"	"mazhouchenjia"	2	"mazhou"	1	68	1	1	1	1	1	3
"1474"	"2224014"	"mazhouchenjia"	2	"mazhou"	1	41	1	1	0	0	0	4
"1475"	"2224011"	"mazhouchenjia"	2	"mazhou"	1	55	1	0	1	1	2	3
"1476"	"2224047"	"mazhouchenjia"	2	"mazhou"	0	54	0	0	0	1	1	4
"1477"	"2224025"	"mazhouchenjia"	2	"mazhou"	1	71	1	1	0	0	2	4
"1478"	"2224021"	"mazhouchenjia"	2	"mazhou"	1	67	1	1	0	0	0	0
"1479"	"2224052"	"mazhouchenjia"	2	"mazhou"	0	64	0	1	1	1	0	2
"1480"	"2224022"	"mazhouchenjia"	2	"mazhou"	1	66	1	1	0	1	1	4
"1481"	"2224056"	"mazhouchenjia"	2	"mazhou"	1	57	0	0	1	1	0	4
