userid age dob_day dob_year dob_month gender tenure friend_count friendships_initiated likes likes_received mobile_likes mobile_likes_received www_likes www_likes_received
1337058 39 19 1974 11 female 464 589 282 221 533 221 482 0 51
2133823 64 19 1949 3 male 692 164 12 26 4 0 0 26 4
1701972 59 12 1954 7 male 965 166 44 50 6 0 2 50 4
1217910 93 16 1920 11 male 814 239 148 52 14 52 10 0 4
2161615 64 13 1949 8 female 2138 122 76 486 686 440 440 46 246
1432903 28 4 1985 12 male 151 37 12 1 9 1 9 0 0
1622975 26 16 1987 6 male 549 303 283 0 0 0 0 0 0
2113473 59 19 1954 10 male 1304 29 11 1 9 0 2 1 7
1403868 16 2 1997 3 male 570 48 40 36 145 36 143 0 2
1424251 15 11 1998 5 female 121 266 249 0 1 0 1 0 0
1230771 26 2 1987 6 male 462 93 68 9 45 9 27 0 18
1913768 41 3 1972 9 male 349 0 0 0 0 0 0 0 0
2047413 55 1 1958 4 male 177 142 87 1914 289 1914 182 0 107
2033340 53 19 1960 5 male 137 5 1 2 1 2 1 0 0
1995020 24 5 1989 10 male 325 28 19 0 8 0 1 0 7
1335411 32 1 1981 1 male 429 7 6 0 0 0 0 0 0
1490997 22 16 1991 4 male 386 98 67 1 1 1 1 0 0
2067237 31 31 1982 12 male 349 254 137 87 17 87 17 0 0
1479450 25 1 1988 1 male 88 55 21 25 46 11 28 14 18
1727914 30 14 1983 2 male 540 227 174 100 27 99 24 1 3
1388118 40 7 1973 4 male 97 7 7 0 0 0 0 0 0
1836559 56 2 1957 6 female 1306 148 71 201 140 201 86 0 54
1082832 60 14 1953 7 female 672 43 22 205 101 118 83 87 18
1998229 21 9 1992 9 female 1500 98 28 61 193 61 180 0 13
1612970 21 7 1992 2 male 672 441 260 6 4 6 2 0 2
1659611 46 25 1967 7 male 123 186 133 5 10 0 3 5 7
1731071 32 16 1981 5 female 619 166 59 0 56 0 11 0 45
1645457 64 20 1949 4 female 496 389 175 0 20 0 13 0 7
1964115 15 17 1998 12 male 266 123 112 42 34 42 22 0 12
1908189 88 15 1925 3 male 1863 259 83 32 67 0 21 32 46
1926681 28 20 1985 1 female 771 172 125 177 93 177 38 0 55
1750671 38 15 1975 3 male 333 280 212 4 53 4 46 0 7
1371232 32 27 1981 10 female 194 21 13 66 16 66 15 0 1
1781459 57 12 1956 5 male 345 4 3 0 0 0 0 0 0
1677588 27 8 1986 6 male 36 8 6 1 0 1 0 0 0
1681076 23 17 1990 3 male 580 85 29 1 0 0 0 1 0
2152957 29 20 1984 12 male 472 17 3 0 0 0 0 0 0
2039849 63 28 1950 2 female 25 40 29 4 9 4 9 0 0
1470630 19 7 1994 7 male 321 88 41 0 0 0 0 0 0
1843130 48 7 1965 1 male 32 119 61 135 105 117 35 18 70
1336474 65 7 1948 7 female 671 53 32 159 224 0 65 159 159
1958169 20 1 1993 1 male 47 23 13 14 3 0 2 14 1
1757233 29 13 1984 7 female 380 68 46 1234 1217 920 661 314 556
1664606 41 24 1972 6 female 275 16 13 0 0 0 0 0 0
1101492 51 25 1962 4 female 103 1 1 0 0 0 0 0 0
1842454 17 7 1996 6 female 212 281 158 118 153 115 135 3 18
1770387 18 19 1995 10 male 483 163 103 3 10 0 1 3 9
2102891 14 4 1999 5 female 13 262 126 539 238 16 128 523 110
1259196 35 10 1978 11 male 678 49 36 27 1 27 1 0 0
1860809 19 26 1994 8 female 470 1676 656 2247 2506 711 1101 1536 1405
1409178 60 25 1953 6 male 650 78 41 3 1 3 1 0 0
1875852 61 10 1952 1 female 281 7 5 0 0 0 0 0 0
1772765 44 8 1969 4 female 1732 49 34 106 32 81 14 25 18
1127863 43 10 1970 7 male 864 23 14 0 3 0 0 0 3
1869123 61 9 1952 12 male 217 2 2 0 0 0 0 0 0
1287784 57 31 1956 10 female 1200 45 31 18 21 15 13 3 8
1467959 13 2 2000 5 male 228 396 291 62 8 17 3 45 5
2109119 24 6 1989 9 male 298 125 86 9 6 9 6 0 0
1929464 32 2 1981 11 female 1111 272 197 2714 2609 2637 2137 77 472
1348643 108 22 1905 10 male 1020 131 113 0 0 0 0 0 0
1466448 16 5 1997 10 male 46 34 29 6 10 5 7 1 3
1811279 23 27 1990 5 male 387 3 3 0 0 0 0 0 0
1594818 50 6 1963 12 male 453 1 0 0 0 0 0 0 0
1126187 19 21 1994 6 male 348 1 1 0 0 0 0 0 0
1575906 35 19 1978 9 male 1662 44 17 0 0 0 0 0 0
1928035 74 6 1939 5 female 729 139 132 0 1 0 0 0 1
1826791 103 24 1910 4 male 193 142 113 1 1 1 1 0 0
1747929 21 22 1992 7 male 457 170 163 18 2 0 0 18 2
2090944 17 3 1996 7 female 827 2413 580 81 1693 2 1408 79 285
1503085 20 2 1993 5 female 272 41 19 188 77 172 54 16 23
2000176 23 13 1990 9 male 232 73 39 0 0 0 0 0 0
1378374 30 8 1983 5 male 437 21 14 0 0 0 0 0 0
1472228 57 14 1956 4 female 503 119 73 68 60 13 24 55 36
1102311 31 10 1982 4 male 183 2 0 0 0 0 0 0 0
1030061 60 22 1953 3 female 222 17 9 8 4 8 4 0 0
1172607 18 24 1995 9 male 1339 171 109 30 11 30 8 0 3
2058706 21 8 1992 12 female 425 317 86 10 194 10 146 0 48
1394302 18 20 1995 12 female 495 443 213 62 75 58 55 4 20
1183638 70 12 1943 3 female 1692 134 70 74 125 0 18 74 107
1693269 15 10 1998 6 male 208 128 117 86 67 24 44 62 23
1838250 28 7 1985 7 male 78 30 18 74 17 74 17 0 0
1243542 14 9 1999 4 female 271 713 300 567 981 51 287 516 694
1040653 108 1 1905 1 NA 1586 131 60 41 4 41 4 0 0
1469401 23 1 1990 1 male 489 488 395 119 40 119 34 0 6
2009861 48 14 1965 8 male 1064 132 38 0 0 0 0 0 0
1633705 62 29 1951 7 male 1015 4 3 0 0 0 0 0 0
1787582 32 25 1981 5 female 777 185 83 1 1 1 1 0 0
1902018 14 18 1999 3 male 19 295 256 8 8 3 4 5 4
1485338 45 21 1968 12 female 322 5 5 0 0 0 0 0 0
1409376 39 23 1974 2 female 158 19 18 26 4 26 4 0 0
1662367 62 27 1951 10 male 1566 64 24 6 14 6 7 0 7
2043737 33 26 1980 9 male 294 240 183 59 7 59 3 0 4
1528239 32 29 1981 7 female 349 41 27 0 1 0 0 0 1
2043501 108 14 1905 3 female 218 146 119 25 18 0 3 25 15
1826390 108 9 1905 2 female 1790 30 22 12 8 0 3 12 5
1086958 54 30 1959 3 female 508 354 140 0 5 0 5 0 0
1352366 27 31 1986 8 male 520 4 1 0 0 0 0 0 0
1429916 60 22 1953 4 female 1340 35 31 95 34 95 34 0 0
2097007 16 19 1997 12 female 265 103 64 132 92 132 77 0 15
1544961 19 19 1994 7 female 347 113 85 12 40 0 8 12 32
1674423 18 10 1995 10 female 706 295 45 105 347 105 65 0 282
1658453 24 1 1989 4 male 224 49 22 28 11 28 8 0 3
2006910 100 27 1913 10 female 1227 1077 347 1550 1098 1550 887 0 211
1633670 28 1 1985 1 male 331 41 27 5 3 5 3 0 0
2046326 17 16 1996 10 male 54 33 31 1 0 0 0 1 0
1969901 43 26 1970 5 male 35 11 6 1 3 0 0 1 3
1429742 56 20 1957 1 male 1068 65 17 4 6 0 5 4 1
2023198 59 31 1954 10 female 324 22 13 2 1 2 0 0 1
1480909 48 4 1965 8 female 562 63 47 13 16 5 6 8 10
2180017 17 17 1996 2 female 658 3525 1896 105 3167 39 1772 66 1395
1326786 47 26 1966 3 female 610 13 4 0 0 0 0 0 0
1796357 29 26 1984 7 female 616 286 221 204 282 192 189 12 93
1714384 19 24 1994 1 male 310 117 102 0 0 0 0 0 0
1980139 61 21 1952 2 male 1735 27 10 3 0 3 0 0 0
1820146 24 18 1989 9 male 716 219 41 0 15 0 6 0 9
1111422 31 19 1982 7 male 305 3 3 0 0 0 0 0 0
1684204 36 23 1977 1 male 516 411 348 380 195 380 135 0 60
1906484 29 27 1984 3 male 173 75 35 0 0 0 0 0 0
1687270 18 30 1995 5 female 1137 580 317 402 37 376 9 26 28
1583244 19 22 1994 1 male 398 6 5 94 2 0 0 94 2
1838602 18 17 1995 11 female 257 113 65 18 15 8 7 10 8
1717713 33 27 1980 10 female 158 109 66 74 97 73 27 1 70
1350872 29 4 1984 2 female 246 11 8 10 3 0 0 10 3
1957144 16 8 1997 12 female 157 71 66 0 6 0 1 0 5
1298192 99 25 1914 3 male 571 1273 937 222 87 222 66 0 21
1157978 51 4 1962 1 male 385 339 200 19 23 19 17 0 6
1802997 18 9 1995 12 male 102 7 6 0 0 0 0 0 0
1204594 21 13 1992 6 female 846 883 297 835 1563 248 639 587 924
1555582 16 22 1997 6 male 400 96 79 0 0 0 0 0 0
1538566 47 19 1966 6 female 375 39 31 98 0 98 0 0 0
2118948 20 8 1993 7 female 787 98 36 148 59 108 20 40 39
1083171 18 9 1995 3 male 74 40 29 46 6 43 4 3 2
1176232 31 19 1982 4 female 2040 424 79 168 300 108 180 60 120
1299710 18 4 1995 6 male 891 330 177 2 1 0 1 2 0
1518819 113 1 1900 1 female 1899 190 67 25 14 25 12 0 2
1840232 29 4 1984 9 male 569 177 113 6 4 3 1 3 3
1209030 31 27 1982 1 female 275 56 27 1 4 1 4 0 0
1411497 27 8 1986 5 male 1016 2 2 0 0 0 0 0 0
2021032 39 10 1974 10 male 253 34 17 1 0 1 0 0 0
1952017 17 30 1996 10 female 107 44 32 0 0 0 0 0 0
2037168 25 9 1988 5 male 1166 287 170 597 95 592 53 5 42
1908483 57 5 1956 3 female 130 126 97 451 150 451 127 0 23
1936302 42 13 1971 6 male 439 43 36 7 8 0 8 7 0
1353981 23 11 1990 3 male 138 42 38 37 9 4 8 33 1
1187926 18 6 1995 4 male 256 107 70 579 61 579 21 0 40
2017594 19 1 1994 7 male 101 63 57 0 0 0 0 0 0
1522354 15 25 1998 7 male 241 531 404 0 0 0 0 0 0
1024896 27 1 1986 1 male 312 59 55 6 2 6 1 0 1
1030080 21 6 1992 1 male 112 32 22 0 13 0 8 0 5
1083651 23 11 1990 10 female 216 28 16 9 11 9 10 0 1
1896657 26 15 1987 11 male 489 536 361 2 1 1 1 1 0
1492489 17 4 1996 11 male 752 314 120 178 39 177 27 1 12
1375353 17 21 1996 11 female 825 291 196 218 416 198 317 20 99
1721125 23 13 1990 9 female 110 457 403 880 553 359 286 521 267
2026179 34 5 1979 7 male 225 162 132 835 340 835 222 0 118
1596310 22 2 1991 8 male 120 318 283 7 25 7 20 0 5
1873274 36 11 1977 9 male 17 17 12 5 4 3 3 2 1
1874961 30 30 1983 11 male 631 53 13 24 59 24 14 0 45
1944616 33 4 1980 8 female 401 2 2 0 0 0 0 0 0
1515335 57 12 1956 2 male 1742 122 72 25 15 1 10 24 5
1759993 25 12 1988 1 male 427 1135 1072 101 224 101 170 0 54
1727986 17 22 1996 9 female 602 471 316 1 1 1 1 0 0
1765158 61 28 1952 8 female 1276 90 29 7 3 7 1 0 2
1835339 26 12 1987 2 male 714 86 47 23 12 23 12 0 0
1526074 54 14 1959 11 female 758 45 33 22 42 22 27 0 15
1211455 22 15 1991 5 female 203 101 59 19 14 13 2 6 12
1839555 17 26 1996 5 male 81 288 98 41 29 0 4 41 25
1519958 68 14 1945 7 female 397 50 34 99 68 96 44 3 24
1601807 31 31 1982 1 male 252 54 31 17 17 17 8 0 9
1720012 14 8 1999 5 female 390 160 77 294 148 160 15 134 133
2068179 16 10 1997 11 male 330 7 2 4 0 0 0 4 0
1941115 15 13 1998 6 male 216 78 56 0 0 0 0 0 0
2031249 35 1 1978 6 male 595 149 106 39 24 27 7 12 17
2132140 14 20 1999 9 female 453 297 158 517 213 33 91 484 122
2188688 65 27 1948 4 male 934 143 97 10 5 5 1 5 4
1952719 26 18 1987 12 female 762 275 207 69 46 69 29 0 17
1301371 29 22 1984 4 female 427 258 149 408 145 352 49 56 96
1334780 23 15 1990 4 male 362 33 26 0 0 0 0 0 0
1155776 53 3 1960 9 male 335 47 35 1 0 1 0 0 0
1386170 23 1 1990 3 male 140 22 21 68 6 68 4 0 2
1558934 48 10 1965 8 female 733 499 197 505 1089 501 246 4 843
2097312 21 13 1992 6 male 596 103 63 5 32 5 13 0 19
2134493 50 29 1963 8 male 204 273 151 24 71 6 37 18 34
1340901 53 5 1960 7 female 401 48 41 14 24 3 5 11 19
1961224 19 28 1994 9 female 138 155 137 53 27 53 25 0 2
2148374 84 20 1929 7 male 1367 6 3 0 0 0 0 0 0
1871729 15 31 1998 8 male 619 865 744 4 20 1 19 3 1
1341928 58 3 1955 4 male 1185 240 111 753 475 407 147 346 328
1365779 108 1 1905 1 male 1576 227 181 172 68 172 48 0 20
1622052 25 10 1988 6 female 658 286 177 9 35 1 18 8 17
1353697 37 22 1976 4 female 508 51 26 132 12 0 2 132 10
1858603 40 10 1973 10 male 304 35 13 2094 125 2094 76 0 49
1657143 30 10 1983 10 male 91 4 2 2 1 2 1 0 0
1006180 63 15 1950 9 male 1913 49 27 3 0 3 0 0 0
1445171 18 28 1995 10 female 703 52 47 614 94 614 91 0 3
2112082 33 5 1980 6 male 403 1 1 3 1 0 0 3 1
1210241 64 2 1949 10 male 845 132 92 196 35 0 10 196 25
1007498 28 25 1985 10 female 116 83 27 1 1 1 0 0 1
2020902 19 6 1994 7 male 751 262 207 0 1 0 1 0 0
1888795 57 24 1956 2 male 87 23 10 5 3 0 0 5 3
1726993 32 30 1981 7 female 566 115 91 45 37 45 13 0 24
1458752 24 1 1989 5 male 145 2 1 0 0 0 0 0 0
1617825 20 15 1993 8 male 106 36 26 0 0 0 0 0 0
2039602 60 23 1953 12 female 924 23 14 12 2 12 2 0 0
1819197 28 25 1985 5 male 367 9 9 6 3 0 2 6 1
1315235 16 14 1997 9 male 492 662 546 309 22 309 15 0 7
1836555 103 13 1910 7 male 1812 254 154 8 29 0 14 8 15
1139130 25 23 1988 4 male 66 126 111 6 3 6 2 0 1
1592698 25 25 1988 2 female 621 51 19 22 8 22 7 0 1
2095658 15 1 1998 1 male 760 1809 1114 1 0 0 0 1 0
1024275 25 25 1988 5 male 613 200 166 3 1 3 0 0 1
1489317 15 3 1998 2 male 592 121 81 17 50 17 38 0 12
1941107 29 2 1984 8 male 438 201 160 6 5 6 5 0 0
1371574 35 1 1978 1 male 420 3 3 0 0 0 0 0 0
1803495 21 25 1992 6 male 833 41 19 5 1 0 0 5 1
1961204 57 18 1956 5 male 154 122 121 94 71 4 27 90 44
2141513 68 20 1945 5 female 894 1472 186 187 954 183 625 4 329
1738474 96 11 1917 10 female 2063 311 201 278 61 213 38 65 23
1693017 20 24 1993 1 male 380 308 132 53 51 9 25 44 26
1533355 30 26 1983 9 male 220 1 0 5 5 1 1 4 4
1237561 18 19 1995 6 female 552 433 288 37 61 37 53 0 8
1311644 24 11 1989 6 female 361 63 34 14 3 0 1 14 2
2099920 68 14 1945 10 female 1230 101 50 618 563 0 43 618 520
1661235 36 13 1977 7 male 287 133 108 14 113 14 90 0 23
1520108 24 28 1989 9 female 381 10 6 1 0 0 0 1 0
1296013 18 28 1995 4 female 198 229 71 7 8 7 7 0 1
2173684 42 29 1971 9 male 422 97 70 731 681 731 472 0 209
1005419 32 13 1981 12 male 675 20 11 0 0 0 0 0 0
1273719 26 1 1987 1 male 335 26 17 0 0 0 0 0 0
2021837 31 28 1982 11 female 133 133 41 236 466 236 250 0 216
1551394 16 17 1997 5 female 472 1 1 0 0 0 0 0 0
2155255 16 4 1997 3 male 219 80 48 445 168 295 75 150 93
1601878 29 6 1984 1 male 322 10 4 9 9 5 5 4 4
1930221 18 27 1995 1 female 182 730 499 5652 3486 1088 3241 4564 245
1885619 30 10 1983 9 male 822 35 10 21 61 21 60 0 1
1186660 55 31 1958 10 female 23 22 20 9 9 0 1 9 8
1677751 69 14 1944 7 male 585 61 43 3 12 1 5 2 7
1678998 34 29 1979 4 female 638 17 10 17 6 0 0 17 6
1075957 37 1 1976 11 female 578 22 17 8 8 5 0 3 8
1300612 22 1 1991 5 male 260 8 7 1324 16 647 0 677 16
1984449 14 16 1999 11 female 123 79 50 1 1 1 0 0 1
1624720 33 11 1980 11 female 294 82 76 86 38 86 35 0 3
1437359 27 10 1986 10 male 412 29 24 1 0 1 0 0 0
1491915 29 14 1984 8 male 355 132 105 93 56 93 56 0 0
1014732 15 15 1998 12 female 597 324 255 405 110 121 30 284 80
1853525 30 26 1983 4 male 731 83 66 0 0 0 0 0 0
1235230 48 3 1965 1 male 260 0 0 0 0 0 0 0 0
1180741 53 6 1960 3 female 845 115 79 281 157 265 74 16 83
2136670 33 31 1980 10 male 182 80 61 6 2 6 2 0 0
2152554 38 13 1975 2 female 164 19 14 10 4 10 2 0 2
2183641 66 12 1947 11 female 1239 209 138 360 169 285 95 75 74
1188463 30 9 1983 4 female 613 59 38 0 1 0 1 0 0
1807247 28 23 1985 6 male 708 28 15 9 20 0 11 9 9
2129934 74 10 1939 7 female 582 29 20 5 1 5 1 0 0
1822529 38 15 1975 6 female 1194 71 44 5 1 0 0 5 1
1417328 19 10 1994 11 female 836 4568 1738 3946 3794 2 2412 3944 1382
1119333 29 7 1984 10 female 412 269 196 7 2 7 1 0 1
2003623 21 13 1992 10 male 480 0 0 0 0 0 0 0 0
1561904 57 26 1956 5 female 460 82 37 51 61 0 10 51 51
1486493 21 3 1992 7 female 641 295 170 90 53 90 49 0 4
1157392 23 13 1990 8 male 426 83 60 0 0 0 0 0 0
1710044 31 20 1982 4 male 29 85 83 59 9 56 7 3 2
1545386 24 29 1989 10 female 334 99 57 474 366 397 140 77 226
2000572 27 25 1986 8 female 158 60 43 7 0 7 0 0 0
1331271 19 23 1994 6 female 393 341 126 249 310 242 242 7 68
2173167 28 25 1985 8 male 1441 3 3 0 0 0 0 0 0
2161579 65 20 1948 10 female 938 86 54 704 119 0 25 704 94
1893532 17 30 1996 8 male 274 17 10 0 0 0 0 0 0
2029372 53 17 1960 11 male 1201 18 8 0 0 0 0 0 0
1601598 23 19 1990 8 female 1567 2082 644 377 1512 102 1033 275 479
2052548 63 8 1950 7 female 1501 114 76 649 142 645 77 4 65
1861353 20 3 1993 3 male 539 1019 814 18 1106 18 887 0 219
1256690 13 9 2000 5 female 111 117 35 5 12 1 5 4 7
1807819 20 20 1993 2 male 68 46 39 0 1 0 0 0 1
1197534 48 20 1965 10 female 310 496 215 659 1083 16 533 643 550
1975100 27 27 1986 7 female 434 5 5 2 0 2 0 0 0
1642992 19 13 1994 6 male 213 81 56 1 0 0 0 1 0
1602858 69 16 1944 10 female 660 55 38 22 24 0 6 22 18
1139498 14 18 1999 2 female 224 692 542 290 289 193 204 97 85
2099407 86 9 1927 11 female 1594 491 207 0 0 0 0 0 0
1139709 108 29 1905 5 female 1041 135 44 1 0 0 0 1 0
2182238 56 11 1957 7 male 1362 198 116 8 151 6 104 2 47
1145439 20 3 1993 2 male 366 211 165 107 164 103 149 4 15
1995653 35 5 1978 5 female 82 115 108 271 337 271 254 0 83
2105795 31 27 1982 8 male 185 116 107 0 1 0 0 0 1
1060585 39 1 1974 9 male 519 98 67 1 5 0 1 1 4
1160638 21 27 1992 6 male 558 134 89 59 68 54 51 5 17
1675210 35 20 1978 3 male 829 86 41 55 64 55 26 0 38
1938951 33 25 1980 3 male 580 29 18 0 2 0 1 0 1
1951003 38 23 1975 3 female 539 415 305 3 13 3 13 0 0
1200229 23 7 1990 7 male 149 53 50 3 1 1 1 2 0
1795325 31 17 1982 3 male 735 106 50 5 7 0 4 5 3
1211383 34 20 1979 10 male 620 43 18 17 54 17 39 0 15
1596656 14 17 1999 8 male 180 65 38 1 0 0 0 1 0
1348137 30 23 1983 3 male 194 63 14 39 25 38 9 1 16
1770030 23 14 1990 1 male 271 92 83 87 38 33 13 54 25
1662153 35 8 1978 4 female 487 73 34 18 7 4 2 14 5
2145371 48 6 1965 9 male 377 20 17 0 0 0 0 0 0
1368580 66 3 1947 2 male 217 29 14 7 160 6 75 1 85
1016787 29 6 1984 5 female 628 62 42 47 178 47 160 0 18
1456338 21 20 1992 12 male 82 37 30 0 0 0 0 0 0
2070761 55 28 1958 8 male 1690 148 72 76 1315 17 502 59 813
1805949 68 1 1945 4 female 614 1089 990 2 14 2 6 0 8
1799418 40 2 1973 12 male 484 313 116 26 109 26 62 0 47
2057295 21 19 1992 3 male 461 60 19 8 5 8 5 0 0
1896455 44 21 1969 6 male 318 65 51 74 43 64 20 10 23
1957410 51 6 1962 3 female 555 94 26 194 53 184 16 10 37
1728967 18 14 1995 2 male 427 225 117 317 56 278 34 39 22
1007637 40 21 1973 7 male 1278 2840 2213 0 6 0 5 0 1
1481535 25 1 1988 1 male 237 26 20 1 0 1 0 0 0
1054089 18 21 1995 10 female 206 136 114 33 6 33 1 0 5
1754430 43 23 1970 10 female 687 637 487 102 35 102 27 0 8
1877751 14 5 1999 3 male 232 72 24 12 7 12 5 0 2
1220083 25 7 1988 6 female 181 95 72 156 161 156 157 0 4
1849584 17 14 1996 8 male 453 124 94 34 0 0 0 34 0
1275706 25 15 1988 6 male 341 208 116 46 15 19 3 27 12
1824364 46 28 1967 2 male 394 137 117 1 0 1 0 0 0
1888620 25 1 1988 1 female 171 0 0 0 0 0 0 0 0
1266819 29 25 1984 2 male 417 223 124 130 18 130 13 0 5
1594992 24 6 1989 1 female 548 171 83 386 364 107 159 279 205
1582267 22 10 1991 4 male 214 436 422 9 9 7 6 2 3
2126770 23 6 1990 1 female 455 136 65 26 69 26 67 0 2
1477945 28 13 1985 9 male 159 84 58 7 0 7 0 0 0
1816906 24 24 1989 6 male 245 6 4 2 1 2 0 0 1
1658873 58 4 1955 9 female 548 42 26 16 25 16 14 0 11
2109877 27 20 1986 12 male 515 474 297 45 97 45 51 0 46
2178856 15 11 1998 5 male 178 82 50 109 24 35 6 74 18
1074693 21 9 1992 9 male 440 27 24 28 5 28 4 0 1
1109413 25 14 1988 5 male 240 136 131 8 0 1 0 7 0
2058061 25 1 1988 1 female 92 216 155 177 204 177 187 0 17
1981600 16 19 1997 9 male 200 110 93 87 7 8 1 79 6
1009832 99 13 1914 2 male 985 65 53 410 123 0 28 410 95
1245707 23 28 1990 3 female 176 1078 36 396 1165 333 942 63 223
1238537 44 27 1969 6 female 119 25 16 2 6 2 6 0 0
1575984 23 15 1990 12 male 332 299 197 20 28 16 19 4 9
1438795 41 21 1972 2 female 775 95 66 131 18 131 8 0 10
1370146 20 2 1993 9 female 1009 57 33 0 0 0 0 0 0
1995545 20 26 1993 3 female 800 577 137 432 541 398 275 34 266
1380116 19 25 1994 9 male 16 0 0 0 0 0 0 0 0
1233998 62 12 1951 1 female 1144 72 15 18 77 18 58 0 19
1418164 28 8 1985 5 male 1667 67 29 8 19 8 9 0 10
1999882 59 1 1954 12 female 1335 0 0 0 0 0 0 0 0
2164373 19 18 1994 10 female 839 3721 1535 68 825 63 579 5 246
2063511 19 24 1994 7 female 138 87 83 22 11 22 5 0 6
1285530 29 6 1984 3 female 86 120 115 33 7 33 6 0 1
1143036 49 19 1964 4 female 1894 1076 750 1224 1334 1033 570 191 764
1843935 37 20 1976 9 male 365 48 36 44 8 37 8 7 0
2024855 32 5 1981 12 male 121 87 55 23 2 13 1 10 1
1243650 50 18 1963 2 male 261 64 33 22 50 22 27 0 23
2072807 42 27 1971 9 male 319 341 327 33 7 14 2 19 5
2003077 62 5 1951 2 female 505 171 53 88 106 86 76 2 30
1534087 106 11 1907 7 male 2174 202 117 14 47 4 34 10 13
1123271 103 8 1910 3 female 1948 407 221 41 8 13 5 28 3
1479743 23 21 1990 9 female 513 108 64 0 0 0 0 0 0
2010273 31 13 1982 9 male 559 154 128 249 163 151 152 98 11
1696204 34 24 1979 12 male 78 2 2 1 4 0 1 1 3
1390674 20 20 1993 6 male 278 81 54 0 0 0 0 0 0
1350845 21 17 1992 11 male 340 21 15 0 0 0 0 0 0
1109478 42 31 1971 7 female 1306 148 54 132 17 131 6 1 11
1535589 106 4 1907 9 female 1107 194 78 1 5 1 2 0 3
1186937 19 17 1994 3 female 405 215 122 32 39 2 15 30 24
1704194 40 10 1973 6 female 312 169 101 371 233 371 70 0 163
1623118 34 26 1979 8 male 1280 530 155 2026 2623 1895 1462 131 1161
1743373 21 21 1992 12 male 93 183 128 128 203 49 71 79 132
1980544 75 7 1938 9 male 452 31 30 4 6 3 2 1 4
1346859 21 2 1992 6 male 162 17 15 3 0 3 0 0 0
1376826 64 11 1949 8 female 1105 17 7 1 1 0 0 1 1
1359048 74 8 1939 3 male 1646 458 226 193 13 90 8 103 5
2000657 40 22 1973 10 female 19 20 16 16 25 16 22 0 3
1854144 36 29 1977 1 female 271 162 70 273 904 273 623 0 281
2140435 19 9 1994 2 male 420 82 59 0 1 0 1 0 0
1297338 77 29 1936 6 male 149 63 47 4 4 1 1 3 3
1935557 29 1 1984 1 female 407 2 2 0 0 0 0 0 0
2093745 57 8 1956 8 male 1819 223 111 75 93 49 38 26 55
1040735 29 25 1984 12 male 141 79 64 2 2 2 1 0 1
1023012 59 21 1954 8 female 1398 180 51 7 20 7 9 0 11
1332179 29 7 1984 8 male 205 20 18 0 0 0 0 0 0
2105489 19 10 1994 10 male 421 396 287 117 103 32 12 85 91
1913406 103 27 1910 1 female 1782 289 202 45 25 45 15 0 10
1987289 113 1 1900 1 male 1391 315 168 16 18 16 14 0 4
2135728 47 22 1966 5 male 575 209 177 1 0 1 0 0 0
1116039 23 13 1990 2 male 257 113 40 1 1 1 1 0 0
1385833 69 17 1944 9 female 93 21 14 3 3 3 2 0 1
1216219 27 14 1986 8 male 987 459 246 2 18 2 17 0 1
1779533 48 28 1965 11 female 1993 179 63 6 21 6 1 0 20
2008324 43 11 1970 9 male 165 34 29 2 3 2 3 0 0
1214405 20 17 1993 2 male 608 58 37 1 2 0 0 1 2
1540256 40 14 1973 7 female 279 34 22 1 2 0 2 1 0
2122893 57 21 1956 12 female 1049 86 52 532 64 532 40 0 24
2108753 23 11 1990 4 female 42 0 0 67 40 67 17 0 23
1484191 20 10 1993 8 male 652 219 53 0 0 0 0 0 0
2139318 40 30 1973 9 female 334 142 119 392 497 392 455 0 42
1996358 47 24 1966 5 female 1221 93 56 114 22 60 4 54 18
1105299 100 26 1913 4 male 899 78 56 249 254 199 157 50 97
1053687 16 31 1997 5 male 259 55 42 3 0 0 0 3 0
1734093 50 24 1963 2 female 1514 87 22 159 209 141 108 18 101
2164229 24 19 1989 9 male 389 398 357 0 0 0 0 0 0
1210764 17 3 1996 6 male 830 139 86 0 0 0 0 0 0
1192912 29 18 1984 11 female 602 8 7 15 0 0 0 15 0
2024861 25 2 1988 8 female 91 44 34 0 1 0 1 0 0
1663710 28 17 1985 1 female 1252 267 14 0 4 0 1 0 3
1275995 71 24 1942 7 female 1160 59 37 206 24 205 6 1 18
1408515 17 22 1996 12 male 53 202 157 517 11 436 10 81 1
1445019 103 4 1910 4 male 1598 780 396 104 289 23 163 81 126
1397813 66 24 1947 4 female 1683 133 22 650 346 626 306 24 40
1637600 23 17 1990 5 female 248 271 66 1178 328 1178 236 0 92
1109613 20 1 1993 1 male 637 67 57 4 0 0 0 4 0
1210132 28 23 1985 2 male 188 2 2 0 0 0 0 0 0
1899729 29 22 1984 11 male 673 65 9 0 0 0 0 0 0
1284488 31 20 1982 5 male 653 3 1 0 2 0 0 0 2
1174549 108 31 1905 1 male 831 882 541 34 23 5 20 29 3
1894876 25 17 1988 3 female 105 57 27 2 0 2 0 0 0
1683481 22 20 1991 7 female 35 52 31 84 73 84 24 0 49
1019906 45 22 1968 12 female 369 86 65 53 19 6 14 47 5
1699671 71 2 1942 2 female 659 314 156 74 44 0 9 74 35
1025428 45 3 1968 12 male 252 3 3 1 0 0 0 1 0
1142566 19 8 1994 1 male 286 739 480 3257 3037 3257 1809 0 1228
